編號,案類,發生日期,發生時段,發生地點
704,自行車竊盜,1051114,10~12,臺北市文山區樟文里007鄰木新路3段232巷1~30號
705,自行車竊盜,1051115,12~14,臺北市文山區景行里景興路42巷2弄
706,自行車竊盜,1051116,04~06,臺北市大安區仁慈里仁愛路4段8巷1~30號
707,自行車竊盜,1051116,08~10,臺北市文山區景行里羅斯福路6段401巷(旁)
708,自行車竊盜,1051116,14~16,臺北市大安區新龍里建國南路2段121~150號
709,自行車竊盜,1051117,04~06,臺北市大安區敦安里仁愛路4段122巷1~30號
710,自行車竊盜,1051118,20~22,臺北市北投區清江里中央南路1段181~210號
711,自行車竊盜,1051119,12~14,臺北市文山區興光里興隆路3段115巷(內)
712,自行車竊盜,1051119,14~16,臺北市大同區老師里環河北路2段361~390號
713,自行車竊盜,1051119,14~16,臺北市文山區興家里13鄰興隆路3段211~240號
714,自行車竊盜,1051119,18~20,臺北市大安區龍雲里大安路2段61~90號
715,自行車竊盜,1051120,10~12,臺北市信義區信義路5段(運山捷運站2號
716,自行車竊盜,1051120,10~12,臺北市中正區文北里杭州南路1段131巷1~30號
717,自行車竊盜,1051120,16~18,臺北市南港區南港里市民大道8段((南港火車站天橋下))
718,自行車竊盜,1051123,04~06,臺北市信義區中興里信義路4段391~420號
719,自行車竊盜,1051125,22~24,臺北市信義區廣居里忠孝東路5段421~450號
720,自行車竊盜,1051126,08~10,臺北市士林區承德里18鄰基河路1~30號
721,自行車竊盜,1051126,18~20,臺北市文山區萬隆里羅斯福路5段211~240號
722,自行車竊盜,1051127,10~12,臺北市北投區大同里光明路1~30號
723,自行車竊盜,1051128,14~16,臺北市萬華區西門捷運站六號
724,自行車竊盜,1051129,20~22,臺北市大安區龍生里瑞安街135巷1~30號
725,自行車竊盜,1051130,04~06,臺北市萬華區環河南路2段250巷33弄1~30號
726,自行車竊盜,1051130,12~14,臺北市中正區南門里愛國西路與博愛路口
727,自行車竊盜,1051203,20~22,臺北市松山區三民路74巷1~30號
728,自行車竊盜,1051205,06~08,臺北市大安區學府里公館捷運站3號
729,自行車竊盜,1051207,14~16,臺北市松山區民生東路5段1~30號
730,自行車竊盜,1051209,06~08,臺北市松山區民生東路5段151~180號
731,自行車竊盜,1051209,10~12,臺北市中山區中山北路3段31~60號
732,自行車竊盜,1051209,10~12,臺北市中山區松江路151~180號
733,自行車竊盜,1051209,14~16,臺北市萬華區西園路1段241~270號
734,自行車竊盜,1051212,12~14,臺北市信義區永吉路187巷1~30號
735,自行車竊盜,1051214,22~24,臺北市大安區錦華里和平東路1段55巷
736,自行車竊盜,1051215,08~10,臺北市信義區四育里虎林街1~30號
737,自行車竊盜,1051215,18~20,臺北市大安區仁慈里仁愛路4段1~30號
738,自行車竊盜,1051216,18~20,臺北市信義區安康里松德路168巷1~30號
739,自行車竊盜,1051218,14~16,臺北市信義區雙和里吳興街260巷(底台北醫學院口腔醫療大樓側門人行道上)
740,自行車竊盜,1051219,10~12,臺北市大同區建明里長安西路78巷1弄1~30號
741,自行車竊盜,1051220,14~16,臺北市信義區中興里信義路4段361~390號
742,自行車竊盜,1051221,18~20,臺北市松山區延壽街391~420號
743,自行車竊盜,1051223,22~24,臺北市信義區長春里松山路336巷1~30號
744,自行車竊盜,1051224,08~10,臺北市信義區象山捷運站1號
745,自行車竊盜,1051224,10~12,臺北市松山區光復北路181~210號
746,自行車竊盜,1051224,22~24,臺北市松山區健康路325巷18弄31~60號
747,自行車竊盜,1051224,22~24,臺北市松山區延壽街91~120號
748,自行車竊盜,1051225,02~04,臺北市文山區木新里025鄰永安街48巷1~30號
749,自行車竊盜,1051225,02~04,臺北市大安區黎和里和平東路3段391~420號
750,自行車竊盜,1051225,08~10,臺北市萬華區桂林路121~150號
751,自行車竊盜,1051226,02~04,臺北市南港區中南里中南街151~180號
752,自行車竊盜,1051226,04~06,臺北市文山區景慶里景福街\弄151~180號
753,自行車竊盜,1051229,10~12,臺北市大同區隆和里大橋頭捷運站2號
754,自行車竊盜,1051230,14~16,臺北市文山區景美里羅斯福路6段301~330號
755,自行車竊盜,1051230,14~16,臺北市文山區景美里羅斯福路6段271~300號
756,自行車竊盜,1060101,10~12,臺北市信義區六合里松仁路240巷1~30號
757,自行車竊盜,1060103,18~20,臺北市中山區圓山捷運站2號
758,自行車竊盜,1060105,20~22,臺北市內湖區東湖國中(內湖區康樂街151巷內)旁人行
759,自行車竊盜,1060106,16~18,臺北市文山區木柵里029鄰木柵路3段91~120號
760,自行車竊盜,1060107,04~06,臺北市大安區龍泉里和平東路1段181~210號
761,自行車竊盜,1060107,22~24,臺北市中山區天祥路60巷1~30號
762,自行車竊盜,1060108,02~04,臺北市中山區玉門街1~30號
763,自行車竊盜,1060108,10~12,臺北市北投區福興里自強街61~90號
764,自行車竊盜,1060108,18~20,臺北市中正區徐州路
765,自行車竊盜,1060110,20~22,臺北市大安區住安里信義路4段1~30號
766,自行車竊盜,1060112,04~06,臺北市大安區仁慈里復興南路1段279巷1~30號
767,自行車竊盜,1060116,06~08,臺北市大安區錦泰里金華街102巷
768,自行車竊盜,1060116,08~10,臺北市士林區德華里福國路61~90號
769,自行車竊盜,1060117,12~14,臺北市文山區萬和里溪洲街(萬隆街口)
770,自行車竊盜,1060117,12~14,臺北市大同區至聖里承德路3段241~270號
771,自行車竊盜,1060117,12~14,臺北市文山區萬年里汀州路4段105巷
772,自行車竊盜,1060118,06~08,臺北市大安區全安里安和路2段211~240號
773,自行車竊盜,1060118,08~10,臺北市大安區芳和里基隆路2段291巷
774,自行車竊盜,1060119,18~20,臺北市大安區華聲里光復南路72巷61~90號
775,自行車竊盜,1060121,08~10,臺北市北投區稻香里中央北路2段271~300號
776,自行車竊盜,1060122,08~10,臺北市信義區三犁里信義路5段(象山捷運站2號
777,自行車竊盜,1060123,08~10,臺北市大同區大有里民樂街151~180號
778,自行車竊盜,1060123,16~18,臺北市北投區大同里清江路61~90號
779,自行車竊盜,1060123,16~18,臺北市內湖區內湖路1段360巷1~30號
780,自行車竊盜,1060124,14~16,臺北市文山區景慶里羅斯福路6段211~240號
781,自行車竊盜,1060124,18~20,臺北市士林區德行里福國路61~90號
782,自行車竊盜,1060125,08~10,臺北市大安區基隆路與和平東路口(六張犁捷運站出口前)
783,自行車竊盜,1060131,04~06,臺北市中山區新生北路2段68巷31~60號
784,自行車竊盜,1060202,22~24,臺北市中山區龍江路370巷31~60號
785,自行車竊盜,1060203,14~16,臺北市文山區景華里景興路31~60號
786,自行車竊盜,1060205,14~16,臺北市文山區景華里景中街22巷(旁)
787,自行車竊盜,1060206,22~24,臺北市文山區萬隆里景隆街1~30號
788,自行車竊盜,1060207,10~12,臺北市中正區市民大道路3段1~30號
789,自行車竊盜,1060208,06~08,臺北市中山區安東街16巷31~60號
790,自行車竊盜,1060208,20~22,臺北市大安區古風里辛亥路1段91~120號
791,自行車竊盜,1060209,06~08,臺北市文山區明義里016鄰興隆路4段107巷31~60號
792,自行車竊盜,1060211,12~14,臺北市中正區東門里中山南路1~30號
793,自行車竊盜,1060212,08~10,臺北市大安區龍淵里29鄰和平東路2段96巷20弄1~30號
794,自行車竊盜,1060212,14~16,臺北市文山區景慶里羅斯福路6段211~240號
795,自行車竊盜,1060213,12~14,臺北市文山區景慶里景福街211~240號
796,自行車竊盜,1060214,16~18,臺北市大安區龍生里復興南路2段211~240號
797,自行車竊盜,1060215,10~12,臺北市大安區永康里信義路2段151~180號
798,自行車竊盜,1060215,20~22,臺北市文山區萬有里羅斯福路6段91~120號
799,自行車竊盜,1060217,04~06,臺北市中正區水源里羅斯福路4段136巷6弄1~30號
800,自行車竊盜,1060218,10~12,臺北市信義區永春里忠孝東路5段(後山埤捷運站1號
801,自行車竊盜,1060218,10~12,臺北市南港區玉成公園旁(玉成公園旁)
802,自行車竊盜,1060218,10~12,臺北市松山區南京東路5段123巷8弄31~60號
803,自行車竊盜,1060218,18~20,臺北市大安區龍圖里建國南路2段(大安森林公園3號
804,自行車竊盜,1060219,14~16,臺北市萬華區廣州街209巷1~30號
805,自行車竊盜,1060220,16~18,臺北市南港區三重里(捷運南港展覽館站5號
806,自行車竊盜,1060221,02~04,臺北市信義區國業里虎林街222巷31~60號
807,自行車竊盜,1060222,02~04,臺北市中正區螢圃里汀州路2段61~90號
808,自行車竊盜,1060222,06~08,臺北市信義區黎平里富陽街21巷18弄1~30號
809,自行車竊盜,1060222,08~10,臺北市大安區敦安里仁愛路4段122巷
810,自行車竊盜,1060223,14~16,臺北市中正區南福里羅斯福路1段61~90號
811,自行車竊盜,1060226,20~22,臺北市萬華區廣州街211~240號
812,自行車竊盜,1060227,16~18,臺北市萬華區西門節運一號
813,自行車竊盜,1060228,12~14,臺北市萬華區康定路74巷2弄1~30號
814,自行車竊盜,1060228,20~22,臺北市大安區福住里新生南路2段31~60號
815,自行車竊盜,1060301,08~10,臺北市中正區黎明里常德街1~30號
816,自行車竊盜,1060301,12~14,臺北市南港區西新里向陽路31~60號
817,自行車竊盜,1060301,20~22,臺北市文山區景行里羅斯福路6段401巷
818,自行車竊盜,1060303,18~20,臺北市士林區福林里18鄰中正路235巷31~60號
819,自行車竊盜,1060304,16~18,臺北市大同區大有里安西街21巷1~30號
820,自行車竊盜,1060305,08~10,臺北市信義區五全里永吉路278巷57弄1~30號
821,自行車竊盜,1060307,00~02,臺北市大安區義安里信義路4段186巷
822,自行車竊盜,1060308,00~02,臺北市南港區中南里市民大道8段541~570號
823,自行車竊盜,1060311,16~18,臺北市北投區石牌里西安街1段(明德捷運站旁腳踏車停車格)
824,自行車竊盜,1060312,08~10,臺北市文山區政大里020鄰萬壽路61~90號
825,自行車竊盜,1060313,22~24,臺北市內湖區成功路2段115巷47弄31~60號
826,自行車竊盜,1060314,14~16,臺北市萬華區康定路271~300號
827,自行車竊盜,1060315,12~14,臺北市大安區龍泉里泰順街44巷1~30號
828,自行車竊盜,1060315,16~18,臺北市大同區隆和里延平北路3段(景化街口)
829,自行車竊盜,1060316,10~12,臺北市南港區東明里南港路2段31~60號
830,自行車竊盜,1060317,12~14,臺北市大安區學府里羅斯福路4段1~30號
831,自行車竊盜,1060322,14~16,臺北市大同區保安里重慶北路3段313巷1~30號
832,自行車竊盜,1060322,20~22,臺北市北投區桃源里中央北路3段53巷1~30號
833,自行車竊盜,1060325,18~20,臺北市大安區學府里羅斯福路4段113巷1~30號
834,自行車竊盜,1060328,18~20,臺北市士林區義信里1鄰中山北路5段61~90號
835,自行車竊盜,1060329,12~14,臺北市大同區保安里承德路3段(庫倫街)
836,自行車竊盜,1060401,02~04,臺北市中正區東門里仁愛路1段18巷
837,自行車竊盜,1060401,20~22,臺北市北投區建民里文林北路31~60號
838,自行車竊盜,1060402,08~10,臺北市大安區光明里信義路與杭州南路口
839,自行車竊盜,1060403,14~16,臺北市士林區承德里中山北路5段61~90號
840,自行車竊盜,1060403,18~20,臺北市大安區黎和里和平東路3段346巷1~30號
841,自行車竊盜,1060404,20~22,臺北市南港區中南里忠孝東路7段511~540號
842,自行車竊盜,1060405,10~12,臺北市萬華區德昌街185巷1~30號
843,自行車竊盜,1060406,14~16,臺北市中山區復興北路421~450號
844,自行車竊盜,1060408,18~20,臺北市內湖區內湖路一段285巷口捷運西湖站旁自行車停
845,自行車竊盜,1060408,20~22,臺北市北投區吉利里致遠二路113巷1~30號
846,自行車竊盜,1060410,22~24,臺北市大安區德安里四維路1~30號
847,自行車竊盜,1060413,16~18,臺北市大安區芳和里和平東路3段151~180號
848,自行車竊盜,1060415,14~16,臺北市信義區安康里信義路(象山捷運站1號
849,自行車竊盜,1060416,00~02,臺北市大安區龍坡里泰順街31~60號
850,自行車竊盜,1060416,02~04,臺北市松山區八德路3段74巷14弄31~60號
851,自行車竊盜,1060420,18~20,臺北市中山區新生北路3段1~30號
852,自行車竊盜,1060421,22~24,臺北市大安區芳和里樂業街108巷1~30號
853,自行車竊盜,1060423,16~18,臺北市信義區松壽路1~30號
854,自行車竊盜,1060424,14~16,臺北市大安區學府里羅斯福路4段1~30號
855,自行車竊盜,1060427,06~08,臺北市大安區古莊里羅斯福路2段61~90號
856,自行車竊盜,1060501,02~04,臺北市中山區復興北路421~450號
857,自行車竊盜,1060502,08~10,臺北市北投區榮光里西安街1段313巷1~30號
858,自行車竊盜,1060503,22~24,臺北市南港區西新里南港路3段106巷5弄1~30號
859,自行車竊盜,1060504,00~02,臺北市南港區玉成里南港路3段121~150號
860,自行車竊盜,1060504,02~04,臺北市南港區西新里昆陽街60巷1~30號
861,自行車竊盜,1060504,10~12,臺北市大同區南京西路64段1~30號
862,自行車竊盜,1060505,08~10,臺北市中正區富水里思源街1~30號
863,自行車竊盜,1060505,10~12,臺北市大安區學府里羅斯福路4段1~30號
864,自行車竊盜,1060505,16~18,臺北市中正區永昌里寧波西街181~210號
865,自行車竊盜,1060506,02~04,臺北市松山區八德路2段410巷88弄1~30號
866,自行車竊盜,1060506,16~18,臺北市中正區愛國里延平南路258巷(與和平西路口)
867,自行車竊盜,1060506,20~22,臺北市中正區幸福里(成功高中校門左側)
868,自行車竊盜,1060508,20~22,臺北市士林區蘭雅里德行東路109巷1~30號
869,自行車竊盜,1060509,16~18,臺北市大安區龍圖里信義路3段91~120號
870,自行車竊盜,1060510,12~14,臺北市松山區健康路325巷24弄1~30號
871,自行車竊盜,1060512,02~04,臺北市松山區健康路325巷12弄1~30號
872,自行車竊盜,1060513,16~18,臺北市大同區延平里重慶北路2段(民生西路人行道)
873,自行車竊盜,1060514,06~08,臺北市北投區福興里承德路7段91~120號
874,自行車竊盜,1060514,16~18,臺北市文山區興得里25鄰興隆路3段211~240號
875,自行車竊盜,1060514,20~22,臺北市文山區萬芳里005鄰萬安街1~30號
876,自行車竊盜,1060516,02~04,臺北市信義區永春里松山路287巷1~30號
877,自行車竊盜,1060518,04~06,臺北市大同區至聖里承德路3段214巷1~30號
878,自行車竊盜,1060518,08~10,臺北市內湖區康寧路3段189巷11弄1~30號
879,自行車竊盜,1060521,06~08,臺北市信義區雅祥里基隆路1段1~30號
880,自行車竊盜,1060522,06~08,臺北市士林區芝山里德行東路301~330號
881,自行車竊盜,1060522,14~16,臺北市中正區南門里廣州街8巷(口(南門國中旁))
882,自行車竊盜,1060526,10~12,臺北市北投區福興里自強街5段1~30號
883,自行車竊盜,1060526,18~20,臺北市中正區文北里杭州南路1段71巷1~30號
884,自行車竊盜,1060527,18~20,臺北市內湖區內湖路一段571~600號
885,自行車竊盜,1060530,12~14,臺北市北投區關渡里大度路3段301巷121~150號
886,自行車竊盜,1060604,14~16,臺北市大安區華聲里光復南路211~240號
887,自行車竊盜,1060605,00~02,臺北市信義區永吉里松隆路(松山路口旁廣場)
888,自行車竊盜,1060605,14~16,臺北市內湖區成功路2段301~330號
889,自行車竊盜,1060607,12~14,臺北市大安區龍生里建國南路2段211~240號
890,自行車竊盜,1060608,02~04,臺北市內湖區安康路391~420號
891,自行車竊盜,1060608,20~22,臺北市大安區群賢里復興南路2段(捷運科技大樓站外人行道)
892,自行車竊盜,1060609,10~12,臺北市北投區中央里中央北路1段91~120號
893,自行車竊盜,1060610,10~12,臺北市文山區景興街201巷12弄1~30號
894,自行車竊盜,1060610,12~14,臺北市北投區中央里中央南路1段91~120號
895,自行車竊盜,1060611,08~10,臺北市大安區群賢里四維路228巷211~240號
896,自行車竊盜,1060619,06~08,臺北市文山區萬有里景興路10巷1~30號
897,自行車竊盜,1060620,08~10,臺北市文山區樟文里002鄰忠順街1段26巷26弄1~30號
898,自行車竊盜,1060621,06~08,臺北市萬華區東園街121~150號
899,自行車竊盜,1060622,08~10,臺北市南港區舊莊里舊莊街1段290巷31~60號
900,自行車竊盜,1060623,00~02,臺北市北投區大同里光明路1~30號
901,自行車竊盜,1060623,12~14,臺北市大安區德安里敦化南路1段331~360號
902,自行車竊盜,1060624,10~12,臺北市信義區四育里虎林街46巷1~30號
903,自行車竊盜,1060624,10~12,臺北市信義區五常里永吉路225巷32弄1~30號
904,自行車竊盜,1060624,10~12,臺北市信義區四育里虎林街30巷1~30號
905,自行車竊盜,1060625,02~04,臺北市大安區群賢里和平東路3段1~30號
906,自行車竊盜,1060625,10~12,臺北市中山區安東街16巷1~30號
907,自行車竊盜,1060625,10~12,臺北市北投區福興里自強街1~30號
908,自行車竊盜,1060625,10~12,臺北市北投區八仙里承德路7段361~390號
909,自行車竊盜,1060625,16~18,臺北市北投區大同里光明路1~30號
910,自行車竊盜,1060625,18~20,臺北市大同區寧夏路119~1號
911,自行車竊盜,1060625,20~22,臺北市中山區新生北路1段31~60號
912,自行車竊盜,1060626,12~14,臺北市大安區羅斯福路4段1~30號
913,自行車竊盜,1060627,14~16,臺北市松山區南京東路5段251巷46弄1~30號
914,自行車竊盜,1060629,00~02,臺北市大同區朝陽里重慶北路2段16巷1~30號
915,自行車竊盜,1060629,02~04,臺北市士林區蘭興里文林路661巷39弄1~30號
916,自行車竊盜,1060629,06~08,臺北市萬華區和平西路3段121~150號
917,自行車竊盜,1060629,16~18,臺北市萬華區莒光路121~150號
918,自行車竊盜,1060629,22~24,臺北市南港區新富里富康街1巷16弄
919,自行車竊盜,1060701,10~12,臺北市文山區興業里興隆路2段151~180號
920,自行車竊盜,1060701,22~24,臺北市萬華區萬大路271~300號
921,自行車竊盜,1060702,02~04,臺北市大安區龍圖里瑞安街208巷11弄1~30號
922,自行車竊盜,1060702,16~18,臺北市北投區尊賢里尊賢街230巷1~30號
923,自行車竊盜,1060703,04~06,臺北市大安區龍生里和平東路2段151~180號
924,自行車竊盜,1060703,14~16,臺北市大安區羅斯福路4段1~30號
925,自行車竊盜,1060704,06~08,臺北市中正區幸市里(忠孝東2段與新生南1段口(忠孝新生1號
926,自行車竊盜,1060704,16~18,臺北市中正區幸市里忠孝東路二段﹑新生南路一段口((忠孝新生1號
927,自行車竊盜,1060705,10~12,臺北市中正區建國里(捷運西門站2號
928,自行車竊盜,1060705,12~14,臺北市大安區學府里羅斯福路4段1~30號
929,自行車竊盜,1060705,20~22,臺北市文山區萬祥里羅斯福路5段269巷(口)
930,自行車竊盜,1060707,16~18,臺北市萬華區環河南路2段148巷1~30號
931,自行車竊盜,1060708,10~12,臺北市中山區松江路301~330號
932,自行車竊盜,1060708,10~12,臺北市中山區松江路301~330號
933,自行車竊盜,1060708,10~12,臺北市松山區敦化北路222巷
934,自行車竊盜,1060708,18~20,臺北市萬華區開封街2段61~90號
935,自行車竊盜,1060710,08~10,臺北市士林區福德里中正路391~420號
936,自行車竊盜,1060710,12~14,臺北市大同區民權里民權西路121~150號
937,自行車竊盜,1060712,10~12,臺北市大安區龍坡里溫州街18巷1~30號
938,自行車竊盜,1060712,12~14,臺北市文山區景行里景興路181~210號
939,自行車竊盜,1060713,10~12,臺北市中山區林森北路85巷31~60號
940,自行車竊盜,1060715,02~04,臺北市北投區榮華里明德路208巷1~30號
941,自行車竊盜,1060715,12~14,臺北市中山區合江街170巷31~60號
942,自行車竊盜,1060716,14~16,臺北市中正區東門里信義路1段1~30號
943,自行車竊盜,1060718,06~08,臺北市南港區南港公園
944,自行車竊盜,1060718,08~10,臺北市信義區富台里忠孝東路5段423巷4弄1~30號
945,自行車竊盜,1060718,12~14,臺北市中正區三愛里連雲街61~90號
946,自行車竊盜,1060719,20~22,臺北市北投區裕民里懷德街55巷1~30號
947,自行車竊盜,1060721,06~08,臺北市文山區興邦里3鄰興隆路2段151~180號
948,自行車竊盜,1060722,08~10,臺北市松山區延壽街391~420號
949,自行車竊盜,1060722,16~18,臺北市松山區民生東路5段36巷4弄1~30號
950,自行車竊盜,1060724,04~06,臺北市大同區重慶北路2段(涼州街)
951,自行車竊盜,1060725,12~14,臺北市信義區五全里永吉路278巷37弄1~30號
952,自行車竊盜,1060725,12~14,臺北市大安區龍安里金華街
953,自行車竊盜,1060725,16~18,臺北市大安區德安里四維路31~60號
954,自行車竊盜,1060726,08~10,臺北市北投區永明里石牌路1段181~210號
955,自行車竊盜,1060728,00~02,臺北市文山區明義里003鄰木柵路2段91~120號
956,自行車竊盜,1060728,22~24,臺北市萬華區和德里西園路2段320巷57~1號
957,自行車竊盜,1060730,08~10,臺北市信義區四育里虎林街55巷1~30號
958,自行車竊盜,1060801,10~12,臺北市萬華區西園路2段320巷36弄1~30號
959,自行車竊盜,1060802,04~06,臺北市南港區仁福里福德街361~390號
960,自行車竊盜,1060802,06~08,臺北市大同區光能里承德路2段31~60號
961,自行車竊盜,1060802,20~22,臺北市大安區龍生里瑞安街244巷31~60號
962,自行車竊盜,1060803,16~18,臺北市文山區景仁里羅斯福路6段151~180號
963,自行車竊盜,1060803,18~20,臺北市士林區德行里福華路128巷1~30號
964,自行車竊盜,1060805,18~20,臺北市中正區南福里羅斯福路2段61~90號
965,自行車竊盜,1060808,00~02,臺北市北投區秀山里中和街502巷14弄1~30號
966,自行車竊盜,1060808,10~12,臺北市松山區民權東路3段106巷3弄
967,自行車竊盜,1060809,18~20,臺北市大同區建功里延平北路1段31~60號
968,自行車竊盜,1060810,18~20,臺北市內湖區康寧路3段16巷口(葫洲捷運站出口處)
969,自行車竊盜,1060811,08~10,臺北市南港區東明里興華路91~120號
970,自行車竊盜,1060811,08~10,臺北市大安區住安里信義路4段74巷
971,自行車竊盜,1060811,10~12,臺北市文山區木柵里010鄰木柵路3段1~30號
972,自行車竊盜,1060811,12~14,臺北市北投區清江里三合街2段481~510號
973,自行車竊盜,1060811,12~14,臺北市信義區忠孝東路5段421~450號
974,自行車竊盜,1060812,16~18,臺北市萬華區青年路178巷1~30號
975,自行車竊盜,1060812,22~24,臺北市南港區南港里市民大道8段361~390號
976,自行車竊盜,1060813,10~12,臺北市內湖區內湖捷運站2號
977,自行車竊盜,1060814,08~10,臺北市文山區試院里005鄰和興路52巷7弄1~30號
978,自行車竊盜,1060815,06~08,臺北市信義區黎忠里和平東路3段361~390號
979,自行車竊盜,1060815,16~18,臺北市中正區建國里貴陽街1段((司法院旁人行道))
980,自行車竊盜,1060816,14~16,臺北市信義區廣居里忠孝東路5段391~420號
981,自行車竊盜,1060816,18~20,臺北市萬華區西園路2段320巷61~90號
982,自行車竊盜,1060817,08~10,臺北市信義區忠孝東路5段451~480號
983,自行車竊盜,1060817,10~12,臺北市大安區龍圖里信義路3段91~120號
984,自行車竊盜,1060818,22~24,臺北市大安區正聲里仁愛路4段421~450號
985,自行車竊盜,1060820,08~10,臺北市大安區義安里安和路2段74巷1~30號
986,自行車竊盜,1060820,16~18,臺北市大安區福住里永康街37巷1~30號
987,自行車竊盜,1060821,16~18,臺北市大安區學府里羅斯福路4段1~30號
988,自行車竊盜,1060822,12~14,臺北市中正區南門里延平南路151~180號
989,自行車竊盜,1060823,08~10,臺北市文山區華興里026鄰木柵路1段(光輝路口)
990,自行車竊盜,1060823,12~14,臺北市北投區永明里石牌路2段91~120號
991,自行車竊盜,1060824,22~24,臺北市松山區敦化北路1~30號
992,自行車竊盜,1060827,00~02,臺北市大安區龍門里大安森林公園(捷運站5號
993,自行車竊盜,1060828,02~04,臺北市內湖區行善路31~60號
994,自行車竊盜,1060828,18~20,臺北市內湖區行善路25巷40弄1~30號
995,自行車竊盜,1060830,08~10,臺北市信義區大道里大道路121~150號
996,自行車竊盜,1060830,12~14,臺北市大安區福住里新生南路2段31~60號
997,自行車竊盜,1060831,00~02,臺北市北投區福興里致遠一路2段121~150號
998,自行車竊盜,1060901,00~02,臺北市文山區試院里030鄰木柵路1段76巷(內)
999,自行車竊盜,1060901,16~18,臺北市中正區永功里詔安街57巷1~30號
1000,自行車竊盜,1060903,02~04,臺北市大安區和安里信義路3段147巷15弄1~30號
1001,自行車竊盜,1060903,12~14,臺北市信義區興雅里忠孝東路5段31巷17弄1~30號
1002,自行車竊盜,1060903,18~20,臺北市松山區復興北路427巷1~30號
1003,自行車竊盜,1060904,08~10,臺北市南港區玉成里南港路3段149巷1~30號
1004,自行車竊盜,1060905,08~10,臺北市信義區松勤街(象山捷運2號
1005,自行車竊盜,1060906,02~04,臺北市南港區忠孝東路6段278巷5弄1~30號
1006,自行車竊盜,1060906,08~10,臺北市文山區萬祥里羅斯福路5段269巷1~30號
1007,自行車竊盜,1060906,16~18,臺北市文山區景美里羅斯福路6段301~330號
1008,自行車竊盜,1060906,16~18,臺北市松山區敦化北路331~360號
1009,自行車竊盜,1060907,06~08,臺北市中正區頂東里羅斯福路2段151~180號
1010,自行車竊盜,1060907,14~16,臺北市大同區(大橋頭捷運站2號
1011,自行車竊盜,1060908,10~12,臺北市中正區新營里寧波東街24巷1~30號
1012,自行車竊盜,1060909,02~04,臺北市中正區板溪里羅斯福路2段與和平西路1段西南角
1013,自行車竊盜,1060911,12~14,臺北市中正區水源里羅斯福路4段52巷1~30號
1014,自行車竊盜,1060913,06~08,臺北市南港區三重里經貿二路1~30號
1015,自行車竊盜,1060914,14~16,臺北市大同區玉泉里塔城街1~30號
1016,自行車竊盜,1060915,00~02,臺北市大安區學府里羅斯福路4段1~30號
1017,自行車竊盜,1060915,08~10,臺北市中正區幸福里忠孝東路1段
1018,自行車竊盜,1060917,00~02,臺北市大安區古風里雲和街31~60號
1019,自行車竊盜,1060917,02~04,臺北市中正區水源里羅斯福路4段31~60號
1020,自行車竊盜,1060917,12~14,臺北市文山區景華里羅斯福路6段301~330號
1021,自行車竊盜,1060917,14~16,臺北市信義區長春里松信路151~180號
1022,自行車竊盜,1060917,14~16,臺北市中山區松江路361~390號
1023,自行車竊盜,1060919,06~08,臺北市信義區三張里莊敬路325巷31~60號
1024,自行車竊盜,1060919,06~08,臺北市信義區長春里松山路241~270號
1025,自行車竊盜,1060920,02~04,臺北市大安區華聲里延吉街129巷1~30號
1026,自行車竊盜,1060920,06~08,臺北市北投區東華里東華街2段301~330號
1027,自行車竊盜,1060920,12~14,臺北市信義區林口街24巷31~60號
1028,自行車竊盜,1060920,20~22,臺北市中正區東門里仁愛路1段1~30號
1029,自行車竊盜,1060922,06~08,臺北市信義區四育里松隆路151~180號
1030,自行車竊盜,1060922,12~14,臺北市信義區廣居里忠孝東路5段236巷1~30號
1031,自行車竊盜,1060922,14~16,臺北市大同區鄭州路143巷
1032,自行車竊盜,1060923,20~22,臺北市北投區吉利里石牌路1段39巷131弄1~30號
1033,自行車竊盜,1060924,02~04,臺北市中正區東門里信義路1段1~30號
1034,自行車竊盜,1060925,16~18,臺北市萬華區萬大路449巷10弄1~30號
1035,自行車竊盜,1060925,16~18,臺北市松山區敦化北路331~360號
1036,自行車竊盜,1060929,16~18,臺北市文山區景行里景美街
1037,自行車竊盜,1060929,22~24,臺北市大安區龍生里建國南路2段181~210號
1038,自行車竊盜,1060930,16~18,臺北市大安區錦泰里金華街48巷1~30號
1039,自行車竊盜,1061002,14~16,臺北市中正區板溪里羅斯福路2段91~120號
1040,自行車竊盜,1061002,22~24,臺北市北投區文林里文林北路241~270號
1041,自行車竊盜,1061004,18~20,臺北市萬華區西園路2段52巷1~30號
1042,自行車竊盜,1061006,08~10,臺北市信義區興雅里松高路1~30號
1043,自行車竊盜,1061006,16~18,臺北市中山區復興北路380巷8弄內
1044,自行車竊盜,1061007,10~12,臺北市中正區林興里羅斯福路3段121~150號
1045,自行車竊盜,1061010,08~10,臺北市文山區樟腳里010鄰木新路3段91~120號
1046,自行車竊盜,1061010,18~20,臺北市大安區德安里四維路66巷
1047,自行車竊盜,1061011,12~14,臺北市松山區市民大道6段(松山火車站北側人行道)
1048,自行車竊盜,1061011,20~22,臺北市中正區黎明里中山南路2巷(7~11旁停車場)
1049,自行車竊盜,1061012,02~04,臺北市大安區光明里信義路2段86巷1~30號
1050,自行車竊盜,1061013,00~02,臺北市中正區龍興里三元街151~180號
1051,自行車竊盜,1061015,10~12,臺北市松山區寶清街61~90號
