編號,案類,發生日期,發生時段,發生地點
2408,自行車竊盜,1101005,23~01,臺北市松山區民生東路3段130巷18弄1-30號
2409,自行車竊盜,1101009,09~11,臺北市中正區徐州路1~30號
2410,自行車竊盜,1101012,11~13,臺北市大同區承德路3段8巷1~30號
2411,自行車竊盜,1101012,08~10,臺北市中山區新生北路一段1~30號
2412,自行車竊盜,1101012,09~11,臺北市北投區溫泉里溫泉路65巷1~30號
2413,自行車竊盜,1101013,08~10,臺北市大安區龍坡里溫州街16巷1~30號
2414,自行車竊盜,1101014,23~01,臺北市文山區忠順街1段121巷7弄1~30號
2415,自行車竊盜,1101014,08~10,臺北市士林區士林區永平街9巷8弄口
2416,自行車竊盜,1101014,06~08,臺北市內湖區內湖路2段碧湖公園
2417,自行車竊盜,1101018,17~19,臺北市大安區學府里羅斯福路4段1~30號
2418,自行車竊盜,1101019,12~14,臺北市萬華區廣州街211~240號
2419,自行車竊盜,1101019,12~14,臺北市萬華區中華路2段416巷口巷新和國小U-Bike
2420,自行車竊盜,1101020,08~10,臺北市大同區大龍街121~150號
2421,自行車竊盜,1101020,11~13,臺北市中正區汀州路3段181~210號
2422,自行車竊盜,1101021,12~14,臺北市中山區復興北路1~30號
2423,自行車竊盜,1101025,05~07,臺北市大同區民權西路118巷1~30號
2424,自行車竊盜,1101025,12~14,臺北市士林區三玉里忠誠路2段31~60號
2425,自行車竊盜,1101025,12~14,臺北市士林區蘭雅里中山北路6段290巷1~30號
2426,自行車竊盜,1101026,16~00,臺北市文山區樟文里016鄰辛亥路7段84巷1~30號
2427,自行車竊盜,1101027,18~20,臺北市萬華區西藏路199巷人行道
2428,自行車竊盜,1101028,08~10,臺北市中山區新生北路3段1~30號
2429,自行車竊盜,1101029,20~22,臺北市大安區建倫里安和路1段31~60號
2430,自行車竊盜,1101029,12~14,臺北市大同區承德路與民權西路天橋下
2431,自行車竊盜,1101030,03~05,臺北市中正區寧波西街121~150號
2432,自行車竊盜,1101030,00~02,臺北市大安區敦安里信義路4段151~180號
2433,自行車竊盜,1101031,03~05,臺北市北投區榮光里西安街1段301~330號對面
2434,自行車竊盜,1101031,09~11,臺北市內湖區文德路210~240號
2435,自行車竊盜,1101031,12~14,臺北市內湖區內湖路1段661~690號
2436,自行車竊盜,1101103,09~11,臺北市大安區通安里通安街108巷
2437,自行車竊盜,1101107,12~14,臺北市大安區龍坡里泰順街31~60號
2438,自行車竊盜,1101108,00~02,臺北市文山區萬隆里羅斯福路5段218巷汀州路高架橋下
2439,自行車竊盜,1101109,18~20,臺北市信義區中行里福德街268巷26弄1~30號
2440,自行車竊盜,1101111,14~16,臺北市士林區福林里福林路211~240號
2441,自行車竊盜,1101112,09~11,臺北市大安區義安里敦化南路2段63巷1~30號
2442,自行車竊盜,1101114,09~11,臺北市中正區重慶南路1段1~30號
2443,自行車竊盜,1101115,23~01,臺北市士林區承德路4段301~330號
2444,自行車竊盜,1101118,09~11,臺北市內湖區民權東路6段121~150號
2445,自行車竊盜,1101120,21~23,臺北市信義區黎平里富陽街1~30號
2446,自行車竊盜,1101122,06~08,臺北市萬華區西藏路330巷1~30號
2447,自行車竊盜,1101124,12~14,臺北市大同區景化街1~30號
2448,自行車竊盜,1101128,06~08,臺北市萬華區永福街31~60號
2449,自行車竊盜,1101128,00~02,臺北市大安區民輝里捷運忠孝新生站4號出口
2450,自行車竊盜,1101129,12~14,臺北市士林區德華里福國路61~90號
2451,自行車竊盜,1101202,00~02,臺北市中山區民權東路2段181~210號前
2452,自行車竊盜,1101204,09~11,臺北市文山區樟腳里010鄰木新路3段95巷4弄1~30號
2453,自行車竊盜,1101209,09~11,臺北市大同區重慶北路2段91~120號
2454,自行車竊盜,1101210,06~08,臺北市文山區興泰里辛亥路4段126號辛亥捷運站出入口前自行車停放區
2455,自行車竊盜,1101211,20~22,臺北市士林區後港里大南路361-390號
2456,自行車竊盜,1101214,15~17,臺北市北投區溫泉里公館路31號斜對面公有腳踏車停車架
2457,自行車竊盜,1101215,02~04,臺北市萬華區萬大路322巷1~30號
2458,自行車竊盜,1101217,08~10,臺北市萬華區桂林路1~30號
2459,自行車竊盜,1101217,14~16,臺北市信義區忠孝東路5段391~420號
2460,自行車竊盜,1101218,08~10,臺北市大安區龍生里瑞安街135巷1~30號
2461,自行車竊盜,1101225,14~16,臺北市北投區開明里中和街211~240號
2462,自行車竊盜,1101226,05~07,臺北市北投區一德里大度路3段296巷31~60號
2463,自行車竊盜,1101229,05~07,臺北市內湖區內湖路1段600巷1~30號
2464,自行車竊盜,1110101,08~10,臺北市信義區惠安里吳興街506巷1~30號
2465,自行車竊盜,1110105,08~10,臺北市大安區永康里金山南路2段31巷31~60號
2466,自行車竊盜,1110108,05~07,臺北市大安區龍圖里瑞安街208巷61弄1~30號
2467,自行車竊盜,1110109,23~01,臺北市大安區光信里仁愛路3段300巷25弄1~30號
2468,自行車竊盜,1110110,11~13,臺北市大安區臨江里基隆路2段121~150號
2469,自行車竊盜,1110111,20~22,臺北市松山區南京東路5段151-180號
2470,自行車竊盜,1110112,08~10,臺北市士林區福佳里福德路1~30號
2471,自行車竊盜,1110114,23~01,臺北市大同區長安西路211~240號
2472,自行車竊盜,1110116,02~04,臺北市萬華區西藏路251巷1~30號
2473,自行車竊盜,1110120,23~01,臺北市北投區榮華里明德路150巷1~30號
2474,自行車竊盜,1110120,14~16,臺北市松山區民權東路3段103巷25弄1-30號
2475,自行車竊盜,1110126,14~16,臺北市大同區承德路1段1~30號
2476,自行車竊盜,1110126,20~22,臺北市大安區芳和里臥龍街151-180號
2477,自行車竊盜,1110202,02~04,臺北市大安區龍圖里信義路3段181~210號
2478,自行車竊盜,1110202,11~13,臺北市松山區民生東路5段151-180號
2479,自行車竊盜,1110204,14~16,臺北市大安區住安里瑞安街31-60巷
2480,自行車竊盜,1110205,11~13,臺北市北投區清江里崇仁路1段61~90號
2481,自行車竊盜,1110206,14~16,臺北市北投區長安里光明路241~270號
2482,自行車竊盜,1110206,17~19,臺北市士林區社子里通河西街2段16巷號1-30
2483,自行車竊盜,1110208,11~13,臺北市萬華區和平西路3段91~120號
2484,自行車竊盜,1110209,02~04,臺北市大同區承德路2段1-30號
2485,自行車竊盜,1110210,14~16,臺北市大安區龍安里青田街8巷1-30號
2486,自行車竊盜,1110214,14~16,臺北市士林區福佳里士商路1-30號
2487,自行車竊盜,1110216,14~16,臺北市大同區昌吉街31~60號
2488,自行車竊盜,1110216,11~13,臺北市松山區復興北路31~60號
2489,自行車竊盜,1110217,23~01,臺北市松山區民權東路3段121-150號
2490,自行車竊盜,1110218,02~04,臺北市士林區百齡里華齡街61-90號
2491,自行車竊盜,1110218,08~10,臺北市中正區中華路2段121-150號
2492,自行車竊盜,1110223,20~22,臺北市萬華區長泰街1-30號
2493,自行車竊盜,1110226,17~19,臺北市松山區延壽街431-460號
2494,自行車竊盜,1110226,20~22,臺北市松山區民生東路31-60號
2495,自行車竊盜,1110226,17~19,臺北市中山區林森北路85巷61~90號
2496,自行車竊盜,1110228,23~01,臺北市北投區吉慶里承德路7段181-210號
2497,自行車竊盜,1110301,14~16,臺北市松山區健康路181-210號
2498,自行車竊盜,1110301,05~07,臺北市士林區義信里大北路61-90號
2499,自行車竊盜,1110301,14~16,臺北市信義區四育里松隆路271~300號前
2500,自行車竊盜,1110302,11~13,臺北市萬華區西園路1段181-210巷
2501,自行車竊盜,1110305,02~04,臺北市萬華區萬大路211-240號
2502,自行車竊盜,1110305,11~13,臺北市中山區民族東路151-180號
2503,自行車竊盜,1110305,17~19,臺北市中山區長安東路2段151~180號前
2504,自行車竊盜,1110306,05~07,臺北市中山區中山北路二段44巷1~30號
2505,自行車竊盜,1110308,20~22,臺北市士林區富光里葫蘆路70巷1~30號
2506,自行車竊盜,1110312,14~16,臺北市中山區松江路361-390號前
2507,自行車竊盜,1110312,14~16,臺北市士林區德行里福國路61~90號
2508,自行車竊盜,1110313,17~19,臺北市中正區汀州路2段151-180號
2509,自行車竊盜,1110315,17~19,臺北市士林區福佳里文林路571~600號
2510,自行車竊盜,1110316,08~10,臺北市松山區八德路4段671-700巷
2511,自行車竊盜,1110316,05~07,臺北市松山區南京東路4段91~120號
2512,自行車竊盜,1110317,17~19,臺北市大安區臥龍里和平東路2段121~150號
2513,自行車竊盜,1110318,17~19,臺北市文山區忠順里008鄰興隆路4段145巷61弄1~30號
2514,自行車竊盜,1110320,11~13,臺北市萬華區萬大路331~360號
2515,自行車竊盜,1110320,17~19,臺北市大同區重慶北路2段6巷1~30號
2516,自行車竊盜,1110322,14~16,臺北市信義區松光里松山路465巷1-30號
2517,自行車竊盜,1110323,08~10,臺北市萬華區東園街121~150號
2518,自行車竊盜,1110324,20~22,臺北市南港區舊莊里舊莊街1段3巷31~60號
2519,自行車竊盜,1110325,11~13,臺北市內湖區內湖路1段91~120號
2520,自行車竊盜,1110325,05~07,臺北市萬華區西園路1段31~60號
2521,自行車竊盜,1110326,05~07,臺北市大同區敦煌路80巷1-30號B1
2522,自行車竊盜,1110327,20~22,臺北市內湖區環山路2段10巷6弄1~30號
2523,自行車竊盜,1110401,23~01,臺北市中正區忠孝東路2段121巷1~30號
2524,自行車竊盜,1110401,08~10,臺北市信義區興雅里忠孝東路5段121~150號
2525,自行車竊盜,1110403,05~07,臺北市萬華區廣州街121~150號
2526,自行車竊盜,1110404,08~10,臺北市中正區延平南路216巷1~30號
2527,自行車竊盜,1110404,11~13,臺北市中山區路中山北路2段115巷3弄1~30號
2528,自行車竊盜,1110406,11~13,臺北市大安區學府里羅斯福路4段1~30號
2529,自行車竊盜,1110408,05~07,臺北市大同區承德路1段69巷1號
2530,自行車竊盜,1110408,02~04,臺北市信義區黎順里嘉興街241~270號
2531,自行車竊盜,1110410,08~10,臺北市大安區敦煌里仁愛路4段300巷26弄1~30號
2532,自行車竊盜,1110410,17~19,臺北市萬華區桂林路242巷1~30號
2533,自行車竊盜,1110411,20~22,臺北市萬華區萬大路331~360號
2534,自行車竊盜,1110413,05~07,臺北市萬華區環河南路2段46巷1~30號
2535,自行車竊盜,1110413,17~19,臺北市中正區延平南路216巷1~30號
2536,自行車竊盜,1110414,23~01,臺北市中山區建國北路2段91~120號
2537,自行車竊盜,1110417,11~13,臺北市大安區龍圖里復興南路2段61~90號
2538,自行車竊盜,1110419,05~07,臺北市萬華區昆明街136巷1~30號
2539,自行車竊盜,1110420,14~16,臺北市松山區健康路181~210號
2540,自行車竊盜,1110425,11~13,臺北市中山區南京東路2段181~210號
2541,自行車竊盜,1110426,05~07,臺北市中正區忠孝東路1段151~180號
2542,自行車竊盜,1110428,14~16,臺北市萬華區莒光路181~210號
2543,自行車竊盜,1110429,03~05,臺北市大安區群賢里敦化南路2段91~120號
2544,自行車竊盜,1110429,23~01,臺北市士林區蘭雅里德行東路109巷91~120號
2545,自行車竊盜,1110430,17~19,臺北市內湖區內湖路2段179巷77弄1~30號
2546,自行車竊盜,1110504,05~07,臺北市大同區赤峰街1~30巷
2547,自行車竊盜,1110506,14~16,臺北市北投區八仙里中央南路2段1~30號
2548,自行車竊盜,1110508,23~01,臺北市北投區中央里中正街49巷1~30號
2549,自行車竊盜,1110512,02~04,臺北市大安區古莊里師大路86巷1~30號
2550,自行車竊盜,1110514,23~01,臺北市中山區復興北路361~390號
2551,自行車竊盜,1110515,23~01,臺北市中山區中山北路2段137巷1~30號
2552,自行車竊盜,1110517,20~22,臺北市大安區龍泉里泰順街38巷1~30號
2553,自行車竊盜,1110517,05~07,臺北市大安區古莊里師大路126巷1~30號
2554,自行車竊盜,1110517,14~16,臺北市大安區學府里羅斯福路4段1~30號
2555,自行車竊盜,1110518,17~19,臺北市大安區錦安里和平東路1段121~150號
2556,自行車竊盜,1110520,17~19,臺北市士林區三玉里14鄰忠誠路2段31~60號
2557,自行車竊盜,1110525,23~01,臺北市大安區學府里基隆路4段41巷68弄1~30號
2558,自行車竊盜,1110526,05~07,臺北市萬華區中華路1段91~120號
2559,自行車竊盜,1110529,23~01,臺北市南港區東明里興華路1~30號
2560,自行車竊盜,1110530,05~07,臺北市中山區長安東路2段169之1~30號前
2561,自行車竊盜,1110530,20~22,臺北市文山區樟林里016鄰忠順街1段91~120號前
2562,自行車竊盜,1110602,05~07,臺北市大安區學府里羅斯福路4段1~30號
2563,自行車竊盜,1110603,17~19,臺北市中正區和平西路2段121~150號
2564,自行車竊盜,1110603,02~04,臺北市文山區明興里010鄰木柵路2段31~60號
2565,自行車竊盜,1110603,14~16,臺北市北投區清江里清江路245巷31~60號
2566,自行車竊盜,1110603,02~04,臺北市內湖區成功路2段481~510號
2567,自行車竊盜,1110603,05~07,臺北市大同區長安西路271~300號
2568,自行車竊盜,1110606,23~01,臺北市內湖區永保街121~150號
2569,自行車竊盜,1110608,11~13,臺北市信義區富台里忠孝東路5段421~450號前
2570,自行車竊盜,1110609,23~01,臺北市大安區黎元里辛亥路3段157巷24弄1~30號
2571,自行車竊盜,1110610,17~19,臺北市文山區萬興里026鄰新光路1段95巷1~30號
2572,自行車竊盜,1110611,08~10,臺北市文山區樟文里006鄰木新路3段232巷1~30號前
2573,自行車竊盜,1110611,11~13,臺北市大安區光信里仁愛路4段391~420號
2574,自行車竊盜,1110611,20~22,臺北市大同區民權西路121~150號
2575,自行車竊盜,1110612,17~19,臺北市大安區龍泉里師大路1~30號
2576,自行車竊盜,1110612,05~07,臺北市松山區南京東路5段151~180號
2577,自行車竊盜,1110613,20~22,臺北市士林區承德里承德路4段80巷61~90號
2578,自行車竊盜,1110617,05~07,臺北市北投區振華里明德路333巷1~30號
2579,自行車竊盜,1110619,11~13,臺北市北投區榮華里明德路301~330號
2580,自行車竊盜,1110620,23~01,臺北市松山區健康路91~120號
2581,自行車竊盜,1110620,11~13,臺北市信義區三張里莊敬路391~420號
2582,自行車竊盜,1110620,11~13,臺北市松山區光復南路13巷31~60號
2583,自行車竊盜,1110620,11~13,臺北市內湖區康寧路3段99巷12弄1~30號
2584,自行車竊盜,1110622,14~16,臺北市北投區榮華里明德路208巷1~30號
2585,自行車竊盜,1110622,17~19,臺北市萬華區廣州街151~180號
2586,自行車竊盜,1110623,14~16,臺北市松山區民生東路3段91~120號
2587,自行車竊盜,1110625,17~19,臺北市文山區興業里興隆路2段151~180號
2588,自行車竊盜,1110628,14~16,臺北市松山區光復北路61~90號
2589,自行車竊盜,1110629,05~07,臺北市大安區龍安里和平東路1段181~210號
2590,自行車竊盜,1110629,05~07,臺北市內湖區江南街31~60號
2591,自行車竊盜,1110629,02~04,臺北市萬華區萬大路424巷91~120號
2592,自行車竊盜,1110630,02~04,臺北市中正區汀州路3段104巷1~30號
2593,自行車竊盜,1110702,11~13,臺北市文山區興家里興隆路3段91~120號
2594,自行車竊盜,1110702,14~16,臺北市松山區南京東路4段121~150號
2595,自行車竊盜,1110703,20~22,臺北市文山區萬興里009鄰指南路2段31~60號前
2596,自行車竊盜,1110703,02~04,臺北市信義區松光里忠孝東路5段524巷5弄1~30號
2597,自行車竊盜,1110704,11~13,臺北市大安區黎孝里樂業街159巷31~60號前
2598,自行車竊盜,1110705,23~01,臺北市文山區興邦里興隆路2段211~240號
2599,自行車竊盜,1110706,08~10,臺北市中正區中華路2段75巷1弄31~60號騎樓
2600,自行車竊盜,1110708,17~19,臺北市中山區敬業二路181~210號
2601,自行車竊盜,1110708,08~10,臺北市文山區樟腳里013鄰木新路3段127巷10弄1~30號
2602,自行車竊盜,1110712,11~13,臺北市大同區鄭州路91~120號
2603,自行車竊盜,1110712,05~07,臺北市文山區順興里025鄰忠順街2段91~120號前
2604,自行車竊盜,1110714,11~13,臺北市南港區三重里區南港路1段31~60號
2605,自行車竊盜,1110714,02~04,臺北市大安區敦安里信義路4段151~180號
2606,自行車竊盜,1110716,05~07,臺北市信義區永吉里松山路119巷1~30號前
2607,自行車竊盜,1110717,20~22,臺北市中山區中山北路2段45巷1~30號
2608,自行車竊盜,1110719,23~01,臺北市大安區龍圖里信義路與建國南路口
2609,自行車竊盜,1110720,02~04,臺北市大安區通安里通化街24巷1~30號
2610,自行車竊盜,1110721,17~19,臺北市信義區長春里虎林路100巷31~60號
2611,自行車竊盜,1110721,05~07,臺北市信義區大仁里林口街52巷1~30號
2612,自行車竊盜,1110721,05~07,臺北市萬華區廣州街241~270號
2613,自行車竊盜,1110722,05~07,臺北市大安區群賢里和平東路2段331~360號
2614,自行車竊盜,1110722,17~19,臺北市北投區石牌里明德路91~120號
2615,自行車竊盜,1110722,17~19,臺北市大安區民炤里新生南路1段165巷31~60號
2616,自行車竊盜,1110723,02~04,臺北市大安區錦華里潮州街98巷1~30號前
2617,自行車竊盜,1110723,08~10,臺北市松山區民生東路4段61~90號
2618,自行車竊盜,1110723,05~07,臺北市信義區國業里虎林街241~270號前
2619,自行車竊盜,1110723,20~22,臺北市信義區富台里忠孝東路5段451~480號
2620,自行車竊盜,1110725,08~10,臺北市中山區林森北路85巷31~60號
2621,自行車竊盜,1110726,17~19,臺北市文山區景行里景文街146巷1~30號
2622,自行車竊盜,1110726,14~16,臺北市萬華區青年路181~210號
2623,自行車竊盜,1110727,17~19,臺北市北投區石牌里西安街1段1~30號
2624,自行車竊盜,1110729,08~10,臺北市萬華區寶興街140巷31~60號
2625,自行車竊盜,1110730,08~10,臺北市士林區富洲里5鄰延平北路8段133巷2弄1~30號
2626,自行車竊盜,1110731,08~10,臺北市大同區重慶北路3段61~90號
2627,自行車竊盜,1110802,17~19,臺北市松山區民族東路721~750號
2628,自行車竊盜,1110803,23~01,臺北市信義區六合里信義路5段156巷421~450號
2629,自行車竊盜,1110803,20~22,臺北市信義區永吉路278巷47弄1~30號前
2630,自行車竊盜,1110803,23~01,臺北市中山區長春路211~240號
2631,自行車竊盜,1110804,11~13,臺北市大安區仁愛里敦化南路1段190巷31~60號
2632,自行車竊盜,1110806,17~19,臺北市北投區吉利里吉利路280巷33弄1~30號
2633,自行車竊盜,1110806,08~10,臺北市大安區住安里復興南路2段1~30號
2634,自行車竊盜,1110807,11~13,臺北市大安區龍門里辛亥路2段1~30號
2635,自行車竊盜,1110808,11~13,臺北市大同區寧夏路61~90巷
2636,自行車竊盜,1110809,11~13,臺北市中山區南京西路1段1~30號
2637,自行車竊盜,1110810,17~19,臺北市文山區萬興里001鄰萬壽路1~30號
2638,自行車竊盜,1110811,20~22,臺北市大安區大學里羅斯福路3段283巷14弄1~30號
2639,自行車竊盜,1110811,11~13,臺北市中山區長安東路1段31~60號
2640,自行車竊盜,1110811,23~01,臺北市內湖區康寧路3段151~180號
2641,自行車竊盜,1110812,11~13,臺北市大安區龍門里和平東路2段31~60號
2642,自行車竊盜,1110812,14~16,臺北市士林區德華里文林路740巷1~30號
2643,自行車竊盜,1110812,05~07,臺北市內湖區內湖路1段511~540號
2644,自行車竊盜,1110813,08~10,臺北市大同區鄭州路121~150號
2645,自行車竊盜,1110814,20~22,臺北市大安區學府里羅斯福路4段1~30號
2646,自行車竊盜,1110814,23~01,臺北市萬華區廣州街241~270號
2647,自行車竊盜,1110815,08~10,臺北市大同區西寧北路86巷1~30號
2648,自行車竊盜,1110815,08~10,臺北市北投區奇岩1~30號
2649,自行車竊盜,1110815,05~07,臺北市大同區重慶北路2段1~30號
2650,自行車竊盜,1110816,23~01,臺北市北投區永明里石牌路2段61~90巷
2651,自行車竊盜,1110816,14~16,臺北市信義區三張里吳興街281巷1~30號
2652,自行車竊盜,1110817,23~01,臺北市信義區六合里松仁路275巷1~30號
2653,自行車竊盜,1110817,11~13,臺北市北投區吉利里吉利街280巷27弄1~30號
2654,自行車竊盜,1110818,11~13,臺北市士林區仁勇里文林路151~180號
2655,自行車竊盜,1110818,05~07,臺北市大同區台北地下街Y19出口
2656,自行車竊盜,1110820,20~22,臺北市文山區樟樹里016鄰興隆路4段121~150號
2657,自行車竊盜,1110821,02~04,臺北市萬華區富福里康定路361~390號
2658,自行車竊盜,1110821,17~19,臺北市內湖區內湖路1段661~690號
2659,自行車竊盜,1110821,20~22,臺北市信義區中興里基隆路1段391~420號騎樓
2660,自行車竊盜,1110822,05~07,臺北市中正區和平西路2段91~120號
2661,自行車竊盜,1110824,08~10,臺北市士林區臨溪里5鄰力行街1~30號
2662,自行車竊盜,1110824,17~19,臺北市信義區黎平里富陽街21巷18弄1~30號
2663,自行車竊盜,1110824,17~19,臺北市士林區聖山里德行東路190巷40弄1~30號
2664,自行車竊盜,1110825,23~01,臺北市北投區榮光里致遠一路2段12巷5弄1~30號
2665,自行車竊盜,1110826,17~19,臺北市中山區德惠街151~180號
2666,自行車竊盜,1110827,23~01,臺北市大安區和安里16鄰建國南路1段279巷1~30號
2667,自行車竊盜,1110830,23~01,臺北市大安區龍圖里瑞安街208巷61弄1~30號
2668,自行車竊盜,1110831,08~10,臺北市信義區崇德街2弄
2669,自行車竊盜,1110831,14~16,臺北市士林區天福里8鄰天母東路61~90號
2670,自行車竊盜,1110831,14~16,臺北市北投區清江里清江路245巷1~30號
2671,自行車竊盜,1110903,20~22,臺北市中山區中山北路一段61~90號
2672,自行車竊盜,1110907,20~22,臺北市文山區萬興里009鄰指南路2段61~90號
2673,自行車竊盜,1110907,17~19,臺北市信義區黎平里崇德街91~120號
2674,自行車竊盜,1110909,23~01,臺北市大安區龍淵里復興南路2段301~330號
2675,自行車竊盜,1110910,17~19,臺北市中山區中山北路2段137巷1~30號前
2676,自行車竊盜,1110911,17~19,臺北市內湖區成功路2段245巷
2677,自行車竊盜,1110911,14~16,臺北市北投區清江里清江路245巷1~30號
2678,自行車竊盜,1110913,05~07,臺北市信義區新仁里忠孝東路4段553巷46弄1~30號
2679,自行車竊盜,1110914,14~16,臺北市萬華區長順街1~30號
2680,自行車竊盜,1110916,11~13,臺北市內湖區內湖區康寧路三段165巷1~30號
2681,自行車竊盜,1110916,11~13,臺北市萬華區梧州街1~30號
2682,自行車竊盜,1110919,20~22,臺北市萬華區萬大路277巷44弄1~30號
2683,自行車竊盜,1110919,23~01,臺北市萬華區寶興街30巷1~30號
2684,自行車竊盜,1110920,05~07,臺北市中正區徐州路1~30號
2685,自行車竊盜,1110921,17~19,臺北市文山區博嘉里006鄰木柵路4段159巷1~30號
2686,自行車竊盜,1110921,08~10,臺北市信義區黎平里信安街95巷1~30號
2687,自行車竊盜,1110922,23~01,臺北市中正區中華路2段467巷38弄1~30號
2688,自行車竊盜,1110926,02~04,臺北市信義區國業里松山路481~510號
2689,自行車竊盜,1110927,05~07,臺北市士林區福華里和豐路31~60號
2690,自行車竊盜,1110928,17~19,臺北市文山區興旺里福興路4巷7弄1~30號
2691,自行車竊盜,1110928,17~19,臺北市信義區松光里松山路541巷1~30號
2692,自行車竊盜,1110929,20~22,臺北市士林區永倫里延平北路六段258巷61~90號
2693,自行車竊盜,1110930,05~07,臺北市松山區光復北路241~270號
2694,自行車竊盜,1111004,23~01,臺北市中正區中華路2段315巷4弄1~30號
2695,自行車竊盜,1111005,14~16,臺北市中山區復興北路514巷31~60號
2696,自行車竊盜,1111007,05~07,臺北市信義區長春里虎林街120巷121~150號
2697,自行車竊盜,1111008,20~22,臺北市內湖區內湖區內湖路1段629巷31~60號
2698,自行車竊盜,1111008,05~07,臺北市文山區興得里辛亥路5段31~60號
2699,自行車竊盜,1111008,11~13,臺北市松山區南京東路5段151~180號
2700,自行車竊盜,1111010,17~19,臺北市大安區古莊里師大路126巷1~30號
2701,自行車竊盜,1111010,11~13,臺北市內湖區內湖路1段691~720號
2702,自行車竊盜,1111012,17~19,臺北市松山區南京東路5段389巷5弄91~120號
2703,自行車竊盜,1111013,17~19,臺北市大安區芳和里和平東路3段151~180號
2704,自行車竊盜,1111015,11~13,臺北市松山區南京東路5段250巷36弄31~60號
2705,自行車竊盜,1111019,11~13,臺北市大安區民炤里仁愛路3段1~30巷
2706,自行車竊盜,1111019,05~07,臺北市南港區舊莊里合順街8巷5弄1~30號
2707,自行車竊盜,1111020,08~10,臺北市萬華區和平西路3段91~120號
2708,自行車竊盜,1111021,11~13,臺北市松山區健康路301~330號
2709,自行車竊盜,1111021,14~16,臺北市北投區清江里崇仁路1段121~150號
2710,自行車竊盜,1111021,14~16,臺北市萬華區西園路2段241~270號
2711,自行車竊盜,1111021,02~04,臺北市萬華區華西街29巷1~30號
2712,自行車竊盜,1111022,20~22,臺北市松山區民生東路5段181~210號
2713,自行車竊盜,1111024,14~16,臺北市松山區新東街3巷1~30號
2714,自行車竊盜,1111024,23~01,臺北市信義區基隆路2段91~120號
2715,自行車竊盜,1111024,05~07,臺北市中正區南昌路1段91~120號
2716,自行車竊盜,1111025,08~10,臺北市信義區雙和里吳興街284巷31~60號前
2717,自行車竊盜,1111026,08~10,臺北市大同區重慶北路1段26巷61~90號
2718,自行車竊盜,1111027,02~04,臺北市內湖區內湖區內湖路一段47巷22弄1~30號
2719,自行車竊盜,1111028,14~16,臺北市信義區雅祥里基隆路1段61~90號
2720,自行車竊盜,1111030,02~04,臺北市文山區樟文里002鄰忠順街1段26巷1~30號
2721,自行車竊盜,1111101,17~19,臺北市大同區重慶北路3段236巷1~30號
2722,自行車竊盜,1111105,20~22,臺北市大同區承德路3段1~30號
2723,自行車竊盜,1111105,05~07,臺北市文山區明義里007鄰木柵路2段1~30號前
2724,自行車竊盜,1111106,20~22,臺北市內湖區成功路4段61~90巷
2725,自行車竊盜,1111106,14~16,臺北市信義區三張里莊敬路241~270號
2726,自行車竊盜,1111109,20~22,臺北市松山區南京東路5段123巷6弄1~30號
2727,自行車竊盜,1111109,23~01,臺北市士林區葫蘆里18鄰中正路655巷1~30號
2728,自行車竊盜,1111110,23~01,臺北市內湖區成功路4段30巷1~30號
2729,自行車竊盜,1111111,14~16,臺北市中正區延平南路121~150巷
2730,自行車竊盜,1111111,11~13,臺北市萬華區廣州街121~150號
2731,自行車竊盜,1111111,14~16,臺北市中山區市民大道3段61~90號
2732,自行車竊盜,1111111,14~16,臺北市松山區八德路3段31~60號前
2733,自行車竊盜,1111112,17~19,臺北市大安區新龍里建國南路2段121~150號
2734,自行車竊盜,1111114,05~07,臺北市中正區中正區三元街91~120號
2735,自行車竊盜,1111114,08~10,臺北市中山區新生北路1段102巷與新生北路1段口
2736,自行車竊盜,1111117,08~10,臺北市中正區衡陽路1~30號
2737,自行車竊盜,1111120,14~16,臺北市萬華區興義街1~30號
2738,自行車竊盜,1111120,02~04,臺北市中正區臨沂街57巷1~30號
2739,自行車竊盜,1111120,17~19,臺北市大安區和安里復興南路1段361~390號
2740,自行車竊盜,1111120,20~22,臺北市萬華區長沙街2段1~30號
2741,自行車竊盜,1111124,11~13,臺北市萬華區艋舺大道61~90號
2742,自行車竊盜,1111127,11~13,臺北市中正區莒光路91~120號
2743,自行車竊盜,1111128,20~22,臺北市大同區延平北路4段61~90號
2744,自行車竊盜,1111202,05~07,臺北市萬華區廣州街151~180號
2745,自行車竊盜,1111204,20~22,臺北市大同區重慶北路二段151~180號
2746,自行車竊盜,1111204,11~13,臺北市萬華區東園街66巷1~30號
2747,自行車竊盜,1111214,14~16,臺北市信義區安康里松德路168巷1~30號
2748,自行車竊盜,1111216,14~16,臺北市松山區敦化北路238巷1~30號
2749,自行車竊盜,1111218,17~19,臺北市北投區立賢里4鄰尊賢街211~240號
2750,自行車竊盜,1111218,11~13,臺北市松山區民權東路3段91~120巷
2751,自行車竊盜,1111218,08~10,臺北市松山區民生東路3段113巷1~30號
2752,自行車竊盜,1111219,20~22,臺北市中正區莒光路1~30號
2753,自行車竊盜,1111220,14~16,臺北市大同區太原路151~180號
2754,自行車竊盜,1111220,23~01,臺北市內湖區內湖路1段737巷8弄1~30號
2755,自行車竊盜,1111221,05~07,臺北市中山區建國北路1段61~90號前
2756,自行車竊盜,1111222,08~10,臺北市信義區三犁里松仁路211~240號
